year,location,longitude,latitude,summer_dailyTmean,winter_dailyTmean,summer_dailyRainfall,winter_dailyRainfall
1970,Dublin,-6.2603,53.3498,14.47758119814,3.92998602326908,2.28804351235537,3.03791671193516
1970,Madrid,-3.7038,40.4168,21.8130905450481,4.47260406669615,0.56793479107158,2.07152780864598
1970,London,-0.1276,51.5072,16.2232740939033,3.66631241805153,1.51385871821042,1.94972225127533
1970,Oslo,10.7522,59.9139,14.8273547410466,-8.38409610889713,3.00782613177664,0.848148160786544
1970,Berlin,13.405,52.52,17.931976501363,-1.95251384524679,1.10760871215683,1.45166668829818
1970,Rome,12.4964,41.9028,22.3759861219313,7.70399128079382,0.835535129507295,4.21965818253593
1971,Dublin,-6.2603,53.3498,13.7688855618066,5.74880542705974,2.40176634013693,1.75972224844413
1971,Madrid,-3.7038,40.4168,20.2815960140623,5.20234016149641,0.929483709502583,1.35229168681738
1971,London,-0.1276,51.5072,15.601073020854,5.03803460961336,2.28824731670623,1.31687501962296
1971,Oslo,10.7522,59.9139,13.8284996909089,-2.30348883740189,2.12318843743507,1.6514074320153
1971,Berlin,13.405,52.52,17.9907061196155,1.60536107522848,1.3387907808191,1.00402779273896
1971,Rome,12.4964,41.9028,22.9458774135411,7.23181180416837,0.625334457478746,2.92170944524625
1972,Dublin,-6.2603,53.3498,12.8345513435602,4.98304933916962,2.09375003119931,3.94945060830194
1972,Madrid,-3.7038,40.4168,20.7594696446853,4.58247242504629,0.468953811335784,2.48289838864642
1972,London,-0.1276,51.5072,14.7565078223403,4.61144907275026,0.897758165551549,2.20103025257813
1972,Oslo,10.7522,59.9139,14.2759779417766,-4.236314923626,3.37028990529369,1.61003665402805
1972,Berlin,13.405,52.52,17.4109914586601,-0.598049437182008,2.1529212277332,0.245604399264188
1972,Rome,12.4964,41.9028,21.2326416658817,7.91381216461715,1.7188127346424,4.00219786183521
1973,Dublin,-6.2603,53.3498,14.3323773970377,5.16099988464266,2.29184786023815,2.46083337000261
1973,Madrid,-3.7038,40.4168,21.7642386439661,4.30088879275653,0.691372292910938,1.46784724409485
1973,London,-0.1276,51.5072,16.3656721885465,4.31912490346004,1.52241850094666,0.938958347324906
1973,Oslo,10.7522,59.9139,14.9147387970644,-2.48235550007056,2.23891307684067,1.68829632145387
1973,Berlin,13.405,52.52,17.8107061236388,0.69949303992068,1.58016306702453,1.12201390560821
1973,Rome,12.4964,41.9028,22.8387620313199,6.53796566583089,1.06346155430836,3.57085475406457
1974,Dublin,-6.2603,53.3498,13.285801333474,6.33044430294798,2.19959242408083,3.81000005677341
1974,Madrid,-3.7038,40.4168,21.4293881079724,5.47859709976603,0.843614143005616,1.07368057155465
1974,London,-0.1276,51.5072,15.2336069964588,6.48059013292531,2.10713318357264,2.23909725558738
1974,Oslo,10.7522,59.9139,13.6271446229458,-1.54901478019163,2.51724641432149,2.22051855160683
1974,Berlin,13.405,52.52,16.3070308855094,3.812812414777,2.13423916223743,2.27701392281904
1974,Rome,12.4964,41.9028,22.5820312678275,7.96477759975112,0.32132107502217,1.8499145574804
1975,Dublin,-6.2603,53.3498,15.2674045500513,5.63479154071926,0.968070666599291,2.58444448295566
1975,Madrid,-3.7038,40.4168,21.7297957099534,5.60215959700421,0.555095116967216,1.41722224334048
1975,London,-0.1276,51.5072,17.0601422817196,5.25935404911095,0.791440229184682,1.77513891534051
1975,Oslo,10.7522,59.9139,15.6859634175073,-2.14466661872964,1.44072465914963,2.01488891891305
1975,Berlin,13.405,52.52,18.778919417215,2.82665271459717,1.75169839566756,0.914652791407162
1975,Rome,12.4964,41.9028,22.0906684025562,7.93834170290611,1.00911372741155,1.27196583091959
1976,Dublin,-6.2603,53.3498,15.5668067172721,4.56868121656333,1.09633153807575,2.23942311029308
1976,Madrid,-3.7038,40.4168,21.6360864729175,5.93021277953732,1.21800273554096,1.67245881613035
1976,London,-0.1276,51.5072,18.3375471444717,3.94153837343821,0.566983704100887,1.30934067885136
1976,Oslo,10.7522,59.9139,15.7926518209197,-5.57487899627087,0.74326088064067,1.47069599261104
1976,Berlin,13.405,52.52,18.4136748601614,-0.071215657748865,0.734986423995628,1.60989013387933
1976,Rome,12.4964,41.9028,21.3806600572221,8.06454757967569,1.95944818973317,3.90185973692501
1977,Dublin,-6.2603,53.3498,13.784986104925,4.73447211639851,2.09850546605278,4.04513894916616
1977,Madrid,-3.7038,40.4168,18.5447414333188,6.58183318621791,1.20027175701588,2.3363889237038
1977,London,-0.1276,51.5072,14.7592048331495,4.88904155738808,2.24184785949309,2.54500003792346
1977,Oslo,10.7522,59.9139,14.0357967877248,-5.74191098276939,2.48536235587537,1.99933336312572
1977,Berlin,13.405,52.52,17.0950947265905,1.78009718243397,2.37730981803337,1.24979168529002
1977,Rome,12.4964,41.9028,21.4003423310296,8.59378613270023,2.22140471537575,3.34504278488775
1978,Dublin,-6.2603,53.3498,13.4288176346251,3.91348602363788,2.31019025181582,4.66958340291555
1978,Madrid,-3.7038,40.4168,21.0573500728098,6.09142347495718,0.586277182649248,2.44458336976046
1978,London,-0.1276,51.5072,15.0019222190287,3.45821520048065,1.59694295857892,3.04666671206554
1978,Oslo,10.7522,59.9139,13.8297243285627,-7.46934798119521,2.86456526007665,1.75296298908414
